,Unnamed: 0,X [s],Avanti sensor 1: EMG 1 [V],Avanti sensor 2: EMG 2 [V],Avanti sensor 3: EMG 3 [V],Avanti sensor 4: EMG 4 [V],Avanti sensor 5: EMG 5 [V],Avanti sensor 6: EMG 6 [V],Avanti sensor 7: EMG 7 [V],Avanti sensor 8: EMG 8 [V],Avanti sensor 9: EMG 9 [V],Avanti sensor 10: EMG 10 [V]
21989,21989,17.4619,-1.25887e-05,-1.30922e-05,-2.56809e-05,-9.23171e-06,-2.23239e-05,-4.86763e-06,9.23171e-06,-3.13878e-05,-9.06386e-06,-1.49386e-05
21990,21990,17.4626,-1.35958e-05,-1.37636e-05,-2.70237e-05,-8.39246e-06,-2.23239e-05,-6.88182e-06,1.32601e-05,-3.17235e-05,-8.89601e-06,-1.35958e-05
21991,21991,17.4634,-1.2253e-05,-1.2253e-05,-2.50095e-05,-9.23171e-06,-2.08133e-05,-5.70687e-06,8.05676e-06,-3.40734e-05,-3.86053e-06,-1.561e-05
21992,21992,17.4642,-1.2253e-05,-1.25887e-05,-2.36667e-05,-9.56741e-06,-2.13169e-05,-2.18204e-06,6.71397e-07,-3.28984e-05,-2.01419e-06,-1.29244e-05
21993,21993,17.465,-1.49386e-05,-1.32601e-05,-2.23239e-05,-1.09102e-05,-1.98062e-05,-4.86763e-06,2.34989e-06,-3.30663e-05,3.35698e-06,-2.18204e-06
21994,21994,17.4658,-1.40993e-05,-1.40993e-05,-2.13169e-05,-8.39246e-06,-1.98062e-05,-4.19623e-06,5.70687e-06,-2.98772e-05,6.54612e-06,5.53903e-06
21995,21995,17.4666,-1.19173e-05,-1.69528e-05,-1.99741e-05,-5.53903e-06,-1.93027e-05,-6.54612e-06,7.04967e-06,-3.17235e-05,9.23171e-06,3.18914e-06
21996,21996,17.4674,-1.37636e-05,-1.69528e-05,-1.91348e-05,-7.04967e-06,-1.72885e-05,-8.22461e-06,7.04967e-06,-3.07164e-05,1.37636e-05,-3.86053e-06
21997,21997,17.4682,-1.02388e-05,-1.19173e-05,-2.16526e-05,-8.39246e-06,-1.69528e-05,-7.55322e-06,4.53193e-06,-3.10521e-05,1.99741e-05,3.37377e-05
21998,21998,17.469,-1.12459e-05,-1.42672e-05,-2.43381e-05,-8.22461e-06,-1.66171e-05,-5.87472e-06,-1.67849e-07,-3.47448e-05,1.39315e-05,4.91798e-05
21999,21999,17.4698,-1.25887e-05,-1.42672e-05,-2.36667e-05,-8.22461e-06,-1.35958e-05,-6.88182e-06,-1.51064e-06,-3.44091e-05,1.02388e-05,2.98772e-05
22000,22000,17.4706,-1.17494e-05,-1.39315e-05,-2.1149e-05,-6.54612e-06,-9.23171e-06,-8.22461e-06,-1.0071e-06,-3.54162e-05,1.14137e-05,3.13878e-05
22001,22001,17.4714,-1.42672e-05,-1.32601e-05,-1.8967e-05,-1.0071e-05,-1.09102e-05,-5.53903e-06,3.52483e-06,-3.17235e-05,7.21752e-06,3.32342e-05
22002,22002,17.4722,-1.561e-05,-1.39315e-05,-2.03098e-05,-1.35958e-05,-1.561e-05,-6.21042e-06,6.54612e-06,-2.92058e-05,7.55322e-06,1.69528e-05
22003,22003,17.473,-1.19173e-05,-1.49386e-05,-1.91348e-05,-1.42672e-05,-2.16526e-05,-6.04257e-06,-8.39246e-07,-3.07164e-05,8.22461e-06,-5.53903e-06
22004,22004,17.4738,-1.10781e-05,-1.24208e-05,-1.86313e-05,-1.62814e-05,-1.86313e-05,-2.85344e-06,-8.22461e-06,-3.23949e-05,1.05745e-05,-8.89601e-06
22005,22005,17.4746,-1.27565e-05,-1.35958e-05,-1.76242e-05,-1.40993e-05,-1.29244e-05,5.03548e-07,-1.10781e-05,-3.0045e-05,9.23171e-06,-6.54612e-06
22006,22006,17.4754,-1.29244e-05,-1.46029e-05,-1.71206e-05,-1.14137e-05,-1.25887e-05,-5.03548e-07,-1.39315e-05,-3.07164e-05,4.19623e-06,-1.15816e-05
22007,22007,17.4761,-1.32601e-05,-1.29244e-05,-1.96384e-05,-1.25887e-05,-1.04067e-05,1.17494e-06,-9.56741e-06,-2.83665e-05,1.67849e-07,1.99741e-05
22008,22008,17.4769,-1.09102e-05,-1.37636e-05,-1.96384e-05,-1.49386e-05,-1.66171e-05,3.86053e-06,-1.51064e-06,-2.80308e-05,5.03548e-07,3.47448e-05
22009,22009,17.4777,-7.88891e-06,-1.57778e-05,-1.84634e-05,-1.69528e-05,-1.82956e-05,3.86053e-06,9.06386e-06,-2.80308e-05,-2.34989e-06,9.56741e-06
22010,22010,17.4785,-9.06386e-06,-1.52743e-05,-2.08133e-05,-1.69528e-05,-1.7792e-05,1.51064e-06,1.91348e-05,-3.03807e-05,-4.19623e-06,-1.19173e-05
22011,22011,17.4793,-9.23171e-06,-1.561e-05,-2.19883e-05,-1.49386e-05,-2.23239e-05,-1.0071e-06,3.0045e-05,-3.18914e-05,-5.03548e-06,-2.40024e-05
22012,22012,17.4801,-9.56741e-06,-1.2253e-05,-2.06455e-05,-1.32601e-05,-2.29953e-05,-5.03548e-07,2.97093e-05,-3.25628e-05,-5.53903e-06,-3.23949e-05
22013,22013,17.4809,-1.2253e-05,-1.2253e-05,-2.09812e-05,-1.69528e-05,-1.98062e-05,-4.86763e-06,2.48417e-05,-3.07164e-05,-9.56741e-06,-3.25628e-05
22014,22014,17.4817,-1.32601e-05,-1.12459e-05,-2.03098e-05,-1.64492e-05,-1.69528e-05,-6.21042e-06,2.29953e-05,-3.03807e-05,-5.53903e-06,-9.56741e-06
22015,22015,17.4825,-1.09102e-05,-1.10781e-05,-1.98062e-05,-1.37636e-05,-1.57778e-05,-6.88182e-06,1.61135e-05,-2.90379e-05,2.51774e-06,2.75273e-05
22016,22016,17.4833,-1.02388e-05,-1.15816e-05,-2.09812e-05,-1.2253e-05,-1.7792e-05,-7.38537e-06,1.30922e-05,-2.85344e-05,6.37827e-06,3.03807e-05
22017,22017,17.4841,-9.56741e-06,-1.15816e-05,-2.09812e-05,-1.42672e-05,-2.38346e-05,-8.89601e-06,6.21042e-06,-3.23949e-05,2.18204e-06,1.561e-05
22018,22018,17.4849,-1.42672e-05,-1.17494e-05,-1.86313e-05,-1.72885e-05,-2.09812e-05,-6.37827e-06,8.39246e-07,-3.07164e-05,-3.52483e-06,-1.35958e-05
22019,22019,17.4857,-1.561e-05,-1.12459e-05,-1.76242e-05,-1.67849e-05,-2.04776e-05,-3.18914e-06,-1.67849e-06,-3.10521e-05,-4.53193e-06,-3.37377e-05
22020,22020,17.4865,-1.2253e-05,-1.25887e-05,-1.69528e-05,-1.32601e-05,-1.7792e-05,-5.03548e-07,-8.56031e-06,-2.83665e-05,-3.35698e-07,-1.52743e-05
22021,22021,17.4873,-1.2253e-05,-1.39315e-05,-1.82956e-05,-1.59457e-05,-1.66171e-05,-3.35698e-07,-6.54612e-06,-2.63523e-05,8.22461e-06,1.51064e-06
22022,22022,17.4881,-1.19173e-05,-1.17494e-05,-1.82956e-05,-1.79599e-05,-2.06455e-05,-5.53903e-06,-4.36408e-06,-2.70237e-05,1.05745e-05,-5.03548e-07
22023,22023,17.4889,-1.46029e-05,-9.23171e-06,-1.96384e-05,-1.86313e-05,-2.24918e-05,-5.20333e-06,-4.86763e-06,-3.07164e-05,9.73526e-06,7.21752e-06
22024,22024,17.4896,-1.25887e-05,-1.02388e-05,-2.06455e-05,-1.79599e-05,-2.26596e-05,-5.70687e-06,-3.52483e-06,-3.03807e-05,7.21752e-06,2.93736e-05
22025,22025,17.4904,-1.15816e-05,-1.49386e-05,-1.98062e-05,-1.51064e-05,-1.99741e-05,-6.21042e-06,-2.01419e-06,-3.07164e-05,5.20333e-06,3.18914e-05
22026,22026,17.4912,-1.05745e-05,-1.62814e-05,-1.93027e-05,-1.72885e-05,-1.96384e-05,-1.51064e-06,-5.03548e-07,-3.40734e-05,4.86763e-06,-3.86053e-06
22027,22027,17.492,-1.15816e-05,-1.46029e-05,-1.91348e-05,-1.82956e-05,-1.59457e-05,-2.18204e-06,3.02129e-06,-3.47448e-05,1.25887e-05,-2.71916e-05
22028,22028,17.4928,-1.24208e-05,-1.2253e-05,-1.93027e-05,-1.86313e-05,-1.42672e-05,-3.18914e-06,9.9031e-06,-3.03807e-05,1.72885e-05,-5.53903e-06
22029,22029,17.4936,-1.09102e-05,-1.15816e-05,-1.91348e-05,-1.69528e-05,-1.17494e-05,-4.69978e-06,1.2253e-05,-2.63523e-05,1.46029e-05,3.3402e-05
22030,22030,17.4944,-1.29244e-05,-1.24208e-05,-1.99741e-05,-1.7792e-05,-1.59457e-05,-8.22461e-06,1.32601e-05,-2.60166e-05,4.53193e-06,3.27306e-05
22031,22031,17.4952,-1.24208e-05,-1.46029e-05,-2.06455e-05,-1.98062e-05,-1.7792e-05,-7.04967e-06,9.23171e-06,-2.71916e-05,-8.39246e-07,2.29953e-05
22032,22032,17.496,-1.27565e-05,-1.49386e-05,-2.36667e-05,-2.06455e-05,-1.62814e-05,-6.88182e-06,4.53193e-06,-3.0045e-05,-1.84634e-06,4.24659e-05
22033,22033,17.4968,-1.39315e-05,-1.72885e-05,-2.46738e-05,-1.8967e-05,-1.561e-05,-1.25887e-05,6.04257e-06,-2.92058e-05,-1.84634e-06,5.62295e-05
22034,22034,17.4976,-1.17494e-05,-1.79599e-05,-2.43381e-05,-1.84634e-05,-1.69528e-05,-1.32601e-05,1.29244e-05,-2.83665e-05,-1.51064e-06,6.1265e-05
22035,22035,17.4984,-1.09102e-05,-1.51064e-05,-2.43381e-05,-1.8967e-05,-1.94705e-05,-1.69528e-05,1.46029e-05,-2.90379e-05,-1.67849e-07,5.60616e-05
22036,22036,17.4992,-1.2253e-05,-1.32601e-05,-2.56809e-05,-1.72885e-05,-1.54421e-05,-9.56741e-06,7.21752e-06,-3.40734e-05,-6.54612e-06,3.50805e-05
22037,22037,17.5,-1.25887e-05,-1.42672e-05,-2.63523e-05,-1.62814e-05,-1.79599e-05,-8.39246e-07,3.86053e-06,-3.60876e-05,-1.66171e-05,-1.19173e-05
22038,22038,17.5008,-1.19173e-05,-1.49386e-05,-2.60166e-05,-1.29244e-05,-1.82956e-05,4.53193e-06,2.18204e-06,-3.27306e-05,-1.72885e-05,-5.57259e-05
22039,22039,17.5016,-1.15816e-05,-1.49386e-05,-2.46738e-05,-1.09102e-05,-1.7792e-05,4.86763e-06,3.18914e-06,-3.45769e-05,-5.87472e-06,-6.39506e-05
22040,22040,17.5024,-1.27565e-05,-1.62814e-05,-2.51774e-05,-1.35958e-05,-1.79599e-05,6.21042e-06,9.73526e-06,-3.17235e-05,1.57778e-05,-4.17945e-05
22041,22041,17.5031,-1.49386e-05,-1.52743e-05,-2.43381e-05,-1.66171e-05,-2.13169e-05,9.73526e-06,2.23239e-05,-3.17235e-05,3.74304e-05,-1.8967e-05
22042,22042,17.5039,-1.52743e-05,-1.69528e-05,-2.43381e-05,-1.64492e-05,-1.8967e-05,5.87472e-06,3.47448e-05,-3.122e-05,3.60876e-05,-9.56741e-06
22043,22043,17.5047,-1.71206e-05,-1.59457e-05,-2.46738e-05,-1.8967e-05,-1.62814e-05,-1.67849e-07,2.24918e-05,-3.122e-05,4.12909e-05,-6.88182e-06
22044,22044,17.5055,-1.7792e-05,-1.29244e-05,-2.53452e-05,-2.24918e-05,-1.62814e-05,-3.52483e-06,7.21752e-06,-3.50805e-05,5.82437e-05,2.13169e-05
22045,22045,17.5063,-1.2253e-05,-1.32601e-05,-2.3331e-05,-1.93027e-05,-1.57778e-05,-1.51064e-06,4.53193e-06,-3.6759e-05,5.58938e-05,4.48157e-05
22046,22046,17.5071,-1.10781e-05,-1.32601e-05,-2.1149e-05,-1.81277e-05,-1.49386e-05,1.84634e-06,3.86053e-06,-3.75982e-05,2.88701e-05,4.38087e-05
22047,22047,17.5079,-1.17494e-05,-1.2253e-05,-1.8967e-05,-2.13169e-05,-1.42672e-05,3.52483e-06,-1.67849e-06,-3.74304e-05,-2.19883e-05,2.80308e-05
22048,22048,17.5087,-1.04067e-05,-1.29244e-05,-2.03098e-05,-2.18204e-05,-1.69528e-05,2.51774e-06,-9.06386e-06,-3.64233e-05,-6.99931e-05,1.10781e-05
22049,22049,17.5095,-8.05676e-06,-1.39315e-05,-2.09812e-05,-2.09812e-05,-1.40993e-05,-2.18204e-06,-1.35958e-05,-3.50805e-05,-9.3492e-05,-1.561e-05
22050,22050,17.5103,-7.55322e-06,-1.62814e-05,-2.04776e-05,-2.14847e-05,-1.561e-05,-6.54612e-06,-1.52743e-05,-3.32342e-05,-0.000109941,-3.94446e-05
22051,22051,17.5111,-1.05745e-05,-1.37636e-05,-1.82956e-05,-2.09812e-05,-1.62814e-05,-8.89601e-06,-1.2253e-05,-3.17235e-05,-0.000131594,-6.66362e-05
22052,22052,17.5119,-1.25887e-05,-1.19173e-05,-1.8967e-05,-1.69528e-05,-1.32601e-05,-4.86763e-06,2.51774e-06,-2.48417e-05,-9.33242e-05,-7.40215e-05
22053,22053,17.5127,-1.15816e-05,-1.24208e-05,-2.09812e-05,-1.59457e-05,-1.32601e-05,-1.04067e-05,1.7792e-05,-2.09812e-05,-2.09812e-05,-5.72366e-05
22054,22054,17.5135,-1.29244e-05,-1.49386e-05,-2.28275e-05,-1.86313e-05,-1.25887e-05,-1.69528e-05,2.93736e-05,-2.34989e-05,2.36667e-05,9.56741e-06
22055,22055,17.5143,-1.19173e-05,-1.35958e-05,-2.18204e-05,-1.7792e-05,-1.76242e-05,-1.79599e-05,4.41444e-05,-2.23239e-05,7.10002e-05,8.03998e-05
22056,22056,17.5151,-1.37636e-05,-1.57778e-05,-2.09812e-05,-1.76242e-05,-1.57778e-05,-1.79599e-05,3.47448e-05,-2.23239e-05,0.000112963,9.48348e-05
22057,22057,17.5159,-1.09102e-05,-1.561e-05,-2.03098e-05,-1.561e-05,-1.46029e-05,-1.86313e-05,1.27565e-05,-2.36667e-05,9.04707e-05,8.09033e-05
22058,22058,17.5166,-7.21752e-06,-1.30922e-05,-2.16526e-05,-1.49386e-05,-1.46029e-05,-1.76242e-05,1.17494e-05,-2.83665e-05,8.17426e-05,8.92958e-05
22059,22059,17.5174,-7.04967e-06,-1.39315e-05,-2.06455e-05,-1.64492e-05,-1.8967e-05,-1.35958e-05,2.29953e-05,-3.17235e-05,8.30854e-05,0.000131426
22060,22060,17.5182,-1.12459e-05,-1.62814e-05,-1.99741e-05,-1.62814e-05,-1.96384e-05,-9.73526e-06,2.40024e-05,-3.25628e-05,5.1194e-05,0.000116655
22061,22061,17.519,-1.46029e-05,-1.49386e-05,-2.21561e-05,-1.76242e-05,-2.19883e-05,-8.89601e-06,1.66171e-05,-3.25628e-05,1.39315e-05,5.22011e-05
22062,22062,17.5198,-1.35958e-05,-1.15816e-05,-1.8967e-05,-1.71206e-05,-2.60166e-05,-2.18204e-06,6.88182e-06,-3.0045e-05,-2.01419e-06,-1.25887e-05
22063,22063,17.5206,-1.10781e-05,-1.09102e-05,-2.09812e-05,-1.66171e-05,-2.61845e-05,-2.34989e-06,-4.86763e-06,-2.80308e-05,-1.05745e-05,-2.50095e-05
22064,22064,17.5214,-1.39315e-05,-1.19173e-05,-2.19883e-05,-2.04776e-05,-2.06455e-05,-3.18914e-06,-1.62814e-05,-2.93736e-05,-1.12459e-05,-2.76951e-05
22065,22065,17.5222,-1.49386e-05,-1.35958e-05,-1.96384e-05,-1.98062e-05,-2.13169e-05,-5.03548e-07,-2.38346e-05,-2.90379e-05,-2.26596e-05,-6.4622e-05
22066,22066,17.523,-1.24208e-05,-1.19173e-05,-2.23239e-05,-1.8967e-05,-2.23239e-05,-8.39246e-07,-1.54421e-05,-3.25628e-05,-3.92767e-05,-9.8024e-05
22067,22067,17.5238,-1.39315e-05,-1.09102e-05,-2.29953e-05,-2.09812e-05,-2.09812e-05,1.51064e-06,7.04967e-06,-3.50805e-05,-5.05226e-05,-0.000102724
22068,22068,17.5246,-1.69528e-05,-1.09102e-05,-2.29953e-05,-2.19883e-05,-2.03098e-05,2.34989e-06,4.19623e-06,-3.6759e-05,-3.64233e-05,-9.31563e-05
22069,22069,17.5254,-1.93027e-05,-1.20851e-05,-2.46738e-05,-1.8967e-05,-2.24918e-05,3.35698e-07,-7.72107e-06,-3.94446e-05,5.03548e-06,-3.42412e-05
22070,22070,17.5262,-1.69528e-05,-1.2253e-05,-2.29953e-05,-1.62814e-05,-2.50095e-05,-5.03548e-07,-9.23171e-06,-3.82696e-05,3.70947e-05,1.59457e-05
22071,22071,17.527,-1.49386e-05,-1.35958e-05,-2.16526e-05,-1.27565e-05,-2.09812e-05,1.67849e-07,-5.03548e-06,-3.50805e-05,6.19364e-05,3.97803e-05
22072,22072,17.5278,-1.35958e-05,-1.15816e-05,-2.03098e-05,-1.09102e-05,-1.79599e-05,-2.85344e-06,3.69268e-06,-3.13878e-05,4.58228e-05,2.29953e-05
22073,22073,17.5286,-1.37636e-05,-1.2253e-05,-2.03098e-05,-1.42672e-05,-2.06455e-05,-2.85344e-06,5.53903e-06,-2.90379e-05,-1.0071e-06,-1.49386e-05
22074,22074,17.5294,-1.69528e-05,-1.52743e-05,-2.03098e-05,-1.37636e-05,-1.84634e-05,-2.18204e-06,8.56031e-06,-2.63523e-05,-7.88891e-06,-9.56741e-06
22075,22075,17.5301,-1.35958e-05,-1.54421e-05,-2.06455e-05,-1.42672e-05,-1.35958e-05,-3.02129e-06,9.9031e-06,-2.70237e-05,2.18204e-06,3.18914e-06
22076,22076,17.5309,-1.15816e-05,-1.32601e-05,-1.96384e-05,-8.89601e-06,-1.561e-05,-4.36408e-06,3.86053e-06,-2.63523e-05,-1.62814e-05,-1.37636e-05
22077,22077,17.5317,-1.15816e-05,-1.2253e-05,-2.09812e-05,-1.02388e-05,-1.8967e-05,-1.67849e-06,-3.52483e-06,-2.4506e-05,-3.122e-05,-2.18204e-06
22078,22078,17.5325,-1.24208e-05,-1.2253e-05,-2.16526e-05,-1.49386e-05,-2.03098e-05,-2.68559e-06,-4.19623e-06,-2.83665e-05,3.86053e-06,1.66171e-05
22079,22079,17.5333,-1.15816e-05,-1.42672e-05,-2.29953e-05,-1.72885e-05,-1.59457e-05,-3.69268e-06,-4.19623e-06,-2.70237e-05,2.29953e-05,3.6759e-05
22080,22080,17.5341,-1.29244e-05,-1.34279e-05,-2.18204e-05,-1.561e-05,-7.21752e-06,-5.70687e-06,-3.18914e-06,-2.58488e-05,2.03098e-05,4.06195e-05
22081,22081,17.5349,-1.32601e-05,-1.52743e-05,-2.19883e-05,-1.69528e-05,-3.86053e-06,-7.38537e-06,-2.18204e-06,-2.83665e-05,1.69528e-05,2.93736e-05
22082,22082,17.5357,-1.62814e-05,-1.49386e-05,-2.3331e-05,-1.59457e-05,-9.56741e-06,-5.03548e-06,-5.03548e-07,-3.05486e-05,3.86053e-06,2.50095e-05
22083,22083,17.5365,-1.49386e-05,-1.37636e-05,-2.46738e-05,-1.64492e-05,-1.42672e-05,-1.17494e-06,-1.51064e-06,-3.17235e-05,-1.04067e-05,3.81018e-05
22084,22084,17.5373,-1.17494e-05,-1.46029e-05,-2.43381e-05,-1.62814e-05,-1.66171e-05,-2.18204e-06,-1.84634e-06,-3.40734e-05,-1.29244e-05,7.3518e-05
22085,22085,17.5381,-1.19173e-05,-1.79599e-05,-2.16526e-05,-1.29244e-05,-1.76242e-05,-8.56031e-06,-4.86763e-06,-3.84375e-05,-1.4435e-05,6.96574e-05
22086,22086,17.5389,-1.42672e-05,-2.03098e-05,-2.16526e-05,-1.32601e-05,-1.8967e-05,-8.56031e-06,-1.30922e-05,-4.04517e-05,1.84634e-06,3.57519e-05
22087,22087,17.5397,-1.59457e-05,-1.76242e-05,-2.16526e-05,-1.49386e-05,-2.13169e-05,-7.55322e-06,-2.48417e-05,-4.17945e-05,1.62814e-05,-1.09102e-05
22088,22088,17.5405,-1.39315e-05,-1.67849e-05,-1.96384e-05,-1.35958e-05,-2.63523e-05,-1.02388e-05,-1.94705e-05,-4.33051e-05,2.70237e-05,-3.77661e-05
22089,22089,17.5413,-1.09102e-05,-2.1149e-05,-2.09812e-05,-1.76242e-05,-3.0045e-05,-7.72107e-06,-1.39315e-05,-4.17945e-05,3.13878e-05,-7.88891e-06
22090,22090,17.5421,-1.05745e-05,-1.96384e-05,-2.03098e-05,-1.87991e-05,-2.90379e-05,-8.39246e-06,-1.52743e-05,-3.70947e-05,1.4435e-05,6.54612e-06
22091,22091,17.5429,-1.15816e-05,-1.91348e-05,-2.16526e-05,-1.82956e-05,-2.65202e-05,-7.55322e-06,-1.24208e-05,-3.17235e-05,-1.51064e-05,-5.05226e-05
22092,22092,17.5436,-8.22461e-06,-1.25887e-05,-1.99741e-05,-1.99741e-05,-2.56809e-05,-6.21042e-06,-3.52483e-06,-2.98772e-05,-3.65911e-05,-0.000107256
22093,22093,17.5444,-6.54612e-06,-3.35698e-07,-1.93027e-05,-1.72885e-05,-2.70237e-05,-6.37827e-06,1.19173e-05,-2.80308e-05,-6.96574e-05,-0.000133776
22094,22094,17.5452,-9.23171e-06,6.88182e-06,-1.82956e-05,-1.76242e-05,-2.65202e-05,-2.85344e-06,2.16526e-05,-2.40024e-05,-6.19364e-05,-0.000108934
22095,22095,17.546,-1.42672e-05,7.21752e-06,-1.84634e-05,-2.13169e-05,-2.56809e-05,1.17494e-06,2.31632e-05,-1.64492e-05,-1.96384e-05,-2.51774e-06
22096,22096,17.5468,-1.29244e-05,6.54612e-06,-2.16526e-05,-2.14847e-05,-2.38346e-05,1.67849e-06,3.64233e-05,-1.20851e-05,1.15816e-05,5.15297e-05
22097,22097,17.5476,-1.07424e-05,-2.51774e-06,-2.16526e-05,-1.8967e-05,-2.13169e-05,8.39246e-07,6.59647e-05,-1.05745e-05,-1.49386e-05,4.04517e-05
22098,22098,17.5484,-1.2253e-05,-9.56741e-06,-2.16526e-05,-1.94705e-05,-1.96384e-05,-1.17494e-06,7.26787e-05,-1.19173e-05,-3.84375e-05,1.69528e-05
22099,22099,17.5492,-1.34279e-05,-1.62814e-05,-1.8967e-05,-1.62814e-05,-1.66171e-05,-2.51774e-06,4.39765e-05,-1.29244e-05,-9.23171e-06,-5.20333e-06
22100,22100,17.55,-1.42672e-05,-1.91348e-05,-1.62814e-05,-1.25887e-05,-1.10781e-05,-2.18204e-06,1.84634e-05,-1.46029e-05,2.90379e-05,1.14137e-05
22101,22101,17.5508,-1.37636e-05,-2.08133e-05,-1.66171e-05,-1.39315e-05,-1.2253e-05,-8.39246e-07,1.49386e-05,-2.3331e-05,5.38796e-05,4.21302e-05
22102,22102,17.5516,-1.40993e-05,-2.43381e-05,-2.09812e-05,-1.49386e-05,-1.49386e-05,-3.69268e-06,4.86763e-06,-3.03807e-05,7.03288e-05,5.95865e-05
22103,22103,17.5524,-1.39315e-05,-2.16526e-05,-1.96384e-05,-1.561e-05,-1.35958e-05,-5.20333e-06,-1.29244e-05,-3.50805e-05,4.54871e-05,4.80049e-05
22104,22104,17.5532,-1.40993e-05,-1.15816e-05,-1.76242e-05,-1.76242e-05,-1.42672e-05,-2.85344e-06,-1.35958e-05,-3.91089e-05,1.40993e-05,3.94446e-05
22105,22105,17.554,-9.56741e-06,-2.01419e-06,-2.16526e-05,-1.93027e-05,-1.29244e-05,8.39246e-07,-1.05745e-05,-3.94446e-05,-8.39246e-07,4.39765e-05
22106,22106,17.5548,-7.21752e-06,8.89601e-06,-2.26596e-05,-2.03098e-05,-1.561e-05,-1.84634e-06,-8.22461e-06,-3.79339e-05,4.53193e-06,4.04517e-05
22107,22107,17.5556,-6.88182e-06,1.32601e-05,-2.38346e-05,-1.93027e-05,-1.62814e-05,-3.86053e-06,-4.36408e-06,-3.50805e-05,1.71206e-05,3.97803e-05
22108,22108,17.5564,-8.56031e-06,5.53903e-06,-2.43381e-05,-1.69528e-05,-1.37636e-05,-3.35698e-06,1.67849e-06,-3.6759e-05,-2.29953e-05,8.56031e-06
22109,22109,17.5571,-1.19173e-05,-1.20851e-05,-2.43381e-05,-1.8967e-05,-1.35958e-05,-1.84634e-06,3.86053e-06,-3.40734e-05,-6.04257e-05,-2.70237e-05
22110,22110,17.5579,-1.4435e-05,-2.29953e-05,-2.43381e-05,-1.98062e-05,-1.42672e-05,-2.18204e-06,5.87472e-06,-3.0045e-05,-6.26078e-05,-1.62814e-05
22111,22111,17.5587,-1.52743e-05,-2.3331e-05,-2.29953e-05,-1.8967e-05,-1.67849e-05,-1.84634e-06,8.56031e-06,-3.03807e-05,-4.68299e-05,-2.01419e-06
22112,22112,17.5595,-1.57778e-05,-2.36667e-05,-2.19883e-05,-1.86313e-05,-1.86313e-05,-1.67849e-07,5.87472e-06,-3.44091e-05,-5.16976e-05,-2.56809e-05
22113,22113,17.5603,-1.62814e-05,-2.29953e-05,-2.31632e-05,-1.72885e-05,-1.8967e-05,5.53903e-06,6.54612e-06,-3.74304e-05,-8.09033e-05,-8.20783e-05
22114,22114,17.5611,-1.32601e-05,-2.09812e-05,-2.3331e-05,-1.62814e-05,-1.79599e-05,3.86053e-06,8.56031e-06,-3.57519e-05,-4.59907e-05,-5.7908e-05
22115,22115,17.5619,-1.32601e-05,-2.40024e-05,-2.36667e-05,-1.37636e-05,-1.8967e-05,-1.0071e-06,8.39246e-07,-3.64233e-05,4.17945e-05,1.61135e-05
22116,22116,17.5627,-1.25887e-05,-2.56809e-05,-2.50095e-05,-1.30922e-05,-1.8967e-05,3.35698e-07,1.0071e-06,-3.77661e-05,9.83597e-05,4.98512e-05
22117,22117,17.5635,-1.09102e-05,-1.99741e-05,-2.63523e-05,-1.35958e-05,-1.82956e-05,-3.52483e-06,4.53193e-06,-3.70947e-05,0.000119173,5.40475e-05
22118,22118,17.5643,-1.05745e-05,-1.76242e-05,-2.43381e-05,-1.59457e-05,-1.99741e-05,-9.23171e-06,3.18914e-06,-3.70947e-05,9.08064e-05,4.14588e-05
22119,22119,17.5651,-1.19173e-05,-1.42672e-05,-2.56809e-05,-1.59457e-05,-2.09812e-05,-1.10781e-05,3.35698e-06,-3.50805e-05,4.48157e-05,4.91798e-05
22120,22120,17.5659,-1.49386e-05,-9.23171e-06,-2.46738e-05,-1.46029e-05,-1.62814e-05,-1.2253e-05,2.85344e-06,-3.10521e-05,4.24659e-05,9.56741e-05
22121,22121,17.5667,-1.49386e-05,-1.25887e-05,-2.29953e-05,-1.561e-05,-1.42672e-05,-5.03548e-07,-3.86053e-06,-3.40734e-05,5.70687e-05,0.000137469
22122,22122,17.5675,-1.19173e-05,-1.02388e-05,-2.29953e-05,-1.82956e-05,-1.25887e-05,1.30922e-05,-4.19623e-06,-3.0045e-05,3.81018e-05,0.000115145
22123,22123,17.5683,-1.35958e-05,-1.12459e-05,-2.19883e-05,-1.72885e-05,-1.37636e-05,1.27565e-05,-6.71397e-07,-2.56809e-05,1.04067e-05,6.09293e-05
22124,22124,17.5691,-1.4435e-05,-1.51064e-05,-2.31632e-05,-1.79599e-05,-1.29244e-05,-1.67849e-07,-1.67849e-07,-2.55131e-05,1.84634e-06,2.53452e-05
22125,22125,17.5699,-1.17494e-05,-1.72885e-05,-2.38346e-05,-1.7792e-05,-1.40993e-05,-1.8967e-05,-1.2253e-05,-2.70237e-05,1.59457e-05,4.19623e-06
22126,22126,17.5706,-8.56031e-06,-2.06455e-05,-2.06455e-05,-1.4435e-05,-1.35958e-05,-2.93736e-05,-1.91348e-05,-2.70237e-05,-1.19173e-05,1.17494e-06
22127,22127,17.5714,-1.09102e-05,-2.43381e-05,-1.96384e-05,-1.62814e-05,-8.89601e-06,-3.30663e-05,-1.79599e-05,-2.80308e-05,-2.87022e-05,-2.03098e-05
