,0,1,2,3,4,5,6,7,8,9
45,3.1806338682183606e-06,6.364366321827654e-06,1.5368149208394276e-07,8.287555149935994e-06,1.9797229271041436e-05,8.55028300008203e-06,7.655950323994694e-05,3.0491804316365372e-05,2.2733530015740048e-06,9.519983795026976e-07
46,1.8116025017350713e-05,1.5993321443994626e-05,2.989975028829841e-05,1.1036191040189125e-05,3.069415053900391e-05,2.1532596127912556e-05,2.2332487518786733e-05,2.851145033110634e-05,3.885084523261458e-06,2.4534685193856354e-05
47,1.4263040235607681e-05,4.702803539599456e-06,6.66566149878045e-06,3.0296702695630998e-05,1.737938969986523e-05,5.9712295928001136e-06,5.875087755404113e-05,1.9926579958571665e-05,6.156588530911281e-07,3.594667066133759e-05
48,2.1347196104660814e-05,1.402095023993352e-05,3.2753739620939936e-05,3.311704541804604e-05,2.1417303288249375e-05,1.6569240087971758e-06,8.698571456975431e-05,2.218380890749809e-05,1.1432438031788028e-09,1.3521353893490455e-05
49,1.9991122436973983e-06,1.2984808154563855e-07,1.5199933022019382e-05,2.599816914919749e-05,1.2039145567393718e-05,1.0019277582854778e-06,6.851528145890976e-05,1.525269763695106e-05,8.878169756511215e-06,1.8190541224620605e-05
50,7.553279999999952e-06,9.735300000000022e-06,8.392199999999984e-06,1.9999999995978096e-10,2.9373399999999992e-05,1.4435029999999995e-05,2.5009483e-05,4.699900000000026e-06,1.342835000000006e-06,1.8631304999999993e-05
51,2.509624044813358e-05,2.499397802028377e-05,3.24468731855503e-05,1.7819154137034797e-05,2.537842141423338e-05,1.3862107869665047e-05,3.503252722872151e-05,4.146789651274953e-05,1.5871836403792516e-05,6.109172207852215e-06
52,1.1036416492461824e-05,5.350765426183595e-06,1.411186274087264e-06,1.437811311301434e-05,7.060702998524643e-06,9.441059428505311e-06,4.6830938634652795e-05,2.2137391876991284e-05,2.8844386748291077e-05,1.8557106757506046e-05
53,2.314211856976718e-05,2.0778152810080653e-05,1.7054729254312265e-05,2.1447222273778203e-05,2.4933319168122758e-05,1.9467367834352192e-05,6.774565395219888e-05,7.275566257182158e-05,5.3457891210102546e-06,2.8414097101379125e-06
54,6.0293364958046796e-06,3.719707115059469e-06,3.5720113788892036e-07,9.713958104279282e-07,5.968293885762166e-06,6.71104979745444e-06,1.319137529341112e-05,1.6336343912237333e-05,1.1771842487401362e-05,4.307696087439149e-06
55,5.18329025992273e-06,1.1503811343855996e-05,9.149777692133649e-07,3.7524214589273117e-06,4.282803632570667e-07,8.160046292541167e-07,3.257041341340802e-05,3.686726677994525e-06,8.434381565694645e-06,1.2930326365195987e-05
56,1.08845659694943e-05,1.603068921003264e-05,2.603778987257245e-05,1.627739909373688e-05,3.8001016567842914e-05,1.0210453796155146e-05,3.10504824125333e-05,2.8580322475720224e-05,1.743127606327379e-05,2.9448325192996778e-06
57,8.118706674203781e-06,7.676175951145246e-06,2.5193938269020937e-06,2.8839977947958128e-05,1.174742241639996e-05,1.0710653060494789e-05,2.2929987064112974e-05,2.8344073171127667e-05,1.0622398886388366e-05,1.3069057108296775e-05
58,3.902405455369843e-05,2.4547737416693545e-05,2.4860519574208516e-05,3.182120826856191e-05,3.5527509362813484e-05,1.5624439633540792e-05,1.9643230289846425e-05,2.1998025163696195e-05,1.96846488911437e-05,1.0344151676193457e-05
59,1.95568291015349e-05,7.888623846611903e-06,8.618626920088184e-06,2.6694752710422734e-05,8.628346914187379e-06,1.3277218226303058e-05,9.263565333800531e-06,7.787308501302817e-06,3.109765994596955e-05,2.3097836237703052e-05
60,1.6556754631076962e-05,1.2017595321423179e-06,1.9420614971083694e-05,4.2105324745692235e-06,3.8598212852717645e-06,5.509192222052886e-06,2.4379887732879152e-05,1.7691309873963366e-05,3.1365376459582022e-06,9.131534542219114e-06
61,2.261891203129757e-05,4.682248953236861e-06,2.2383622971182384e-05,1.25557073430224e-05,2.6336176950444985e-05,4.7161521979936e-06,3.8226987568687475e-06,3.9609460227038465e-05,1.0970066605868645e-06,6.003031275551891e-06
62,3.659898149309928e-06,2.1902215899665538e-05,3.260500507851401e-06,3.358666958485894e-07,1.525289877252825e-05,1.4449228983502122e-05,2.8136323307544524e-05,6.362018037146432e-06,2.5802199918527914e-05,1.2499989586010199e-05
63,1.1364483387629605e-05,1.1679676916587122e-05,2.903163324483793e-05,2.38044789805538e-05,2.8368267094383062e-05,1.660946602534421e-05,3.5802304687203914e-06,3.094495127045467e-05,1.5954898689058351e-06,1.1385402367819006e-05
64,1.4118190164600578e-05,4.7170491147534315e-06,4.080193790165709e-06,5.199864494558803e-06,1.2766962811013333e-05,6.670386049022459e-06,1.4456985931055176e-05,2.511767561108016e-06,5.088916710099708e-06,2.589835691466805e-05
65,4.5745559614466786e-07,1.3557663729204189e-05,2.104235832263204e-06,1.9585620870676597e-05,4.904816090049699e-06,3.832827433123324e-06,2.1928663816498688e-05,2.12648062129266e-05,7.675286807848531e-06,9.048162001685682e-06
66,4.343398387875964e-06,1.9238588500277252e-05,9.84655389507951e-06,2.45294036912778e-06,1.7270257860737404e-05,1.0254640368787228e-05,4.2088614345815126e-05,2.2450734516730506e-05,4.198088544496758e-06,9.256383281937466e-06
67,1.0636185745818628e-05,1.4338765344241396e-07,5.390955372472073e-07,1.3067924811125896e-05,7.339542760298933e-07,2.3939490688215743e-07,1.2763826094227144e-05,2.2179820612958396e-06,3.097097379146067e-06,6.450460973693378e-06
68,1.7856704128185977e-05,2.1686169399848802e-05,1.8634599248001472e-05,2.636879718410102e-05,2.226958577306501e-05,8.13404025434825e-06,2.5220647538327015e-05,5.584221911356693e-05,4.056328620674224e-06,1.2399111984911247e-05
69,1.701199038942564e-05,1.4614632472122932e-06,4.094656336619441e-06,9.865580297526927e-06,2.7284249386262738e-06,1.6550218021401547e-05,1.3257778655354426e-05,1.1823684873668044e-05,1.2164688801057575e-06,2.045398130457471e-05
70,5.903859677897553e-06,1.4963545636637337e-05,2.5334867444142553e-05,3.671189107138855e-06,2.6128336555916617e-05,5.391332601144253e-07,5.770493830724233e-05,1.4930413893860472e-05,1.3230027850813493e-05,4.655733607137617e-06
71,2.0540146204115844e-05,5.01168454757818e-06,1.4440234093181985e-05,1.0477845175920086e-05,1.455742868091618e-06,1.01085474811826e-05,9.501388862483412e-06,4.625497649992391e-05,5.12746167047962e-07,3.4661925112781084e-06
72,8.358123048708525e-06,8.19336079182334e-06,6.771168164501761e-06,1.3406159561736023e-05,6.392706582398237e-06,2.3159664865960072e-06,4.080390543101391e-05,9.686152520734745e-06,4.311214507980179e-06,1.1837536209063406e-05
73,1.3677939432494547e-05,1.0592389495186856e-05,3.1659704778067344e-05,3.31409942442587e-05,3.4826255397034374e-05,1.0831083466438647e-05,1.6973053668906763e-06,4.289464021111751e-05,5.506476296752142e-07,1.8840991055846085e-06
74,5.303932050436146e-06,6.816684782863579e-06,1.446920369503304e-05,7.077634423340532e-07,9.653107996262351e-06,8.810350153284145e-06,2.2439213101024118e-05,1.0687905889103166e-05,2.7162312369317887e-05,8.438155586220607e-06
75,1.0103077275289505e-05,2.6968947660300503e-05,7.466227440446762e-06,2.6967501883765376e-05,1.915142398761306e-05,1.0086981214809224e-05,1.6474378093124434e-05,3.2307452363848156e-05,2.7432284284362673e-06,7.496128490520535e-07
76,7.86067052808968e-06,3.005168834895313e-06,3.039573387528683e-07,6.219308358776219e-06,1.3769169706100487e-05,2.4642797143992297e-06,1.5219952633152665e-05,2.0319654775923788e-05,3.1792556136163952e-06,1.0781201752271172e-05
77,5.009804539340907e-06,6.0089704149395815e-06,2.3749781360851637e-07,1.4796073076017058e-05,1.234219927213211e-05,1.3514971870337134e-06,8.686778112182886e-06,3.899187219745238e-06,2.335482839318496e-05,9.586708975089568e-06
78,1.8044874848256296e-05,2.4727513231663225e-05,3.117843080750041e-05,2.0038279392099354e-05,1.5579399411238473e-05,1.773946590764262e-05,4.979660337011234e-06,4.416823136130177e-05,2.8854102215481473e-06,2.0538965589004531e-07
79,9.665927753284514e-07,4.706443153617637e-06,1.9507034635389867e-07,1.0085439510205063e-05,1.8272741120015767e-06,6.915869515627743e-06,7.75293671460595e-07,4.400424661000665e-07,5.213517176732122e-06,1.0570908954809407e-05
80,1.913535419013028e-05,2.4521042648277804e-05,2.4692934454522537e-05,2.449819459406246e-05,2.059314950578521e-05,1.0009729627757477e-05,1.246319146323282e-05,1.9599743271776205e-05,1.5991258662412825e-07,1.9104539737020908e-06
81,4.245920781914021e-06,5.858498469178427e-06,3.2659417025884027e-06,4.35049018771836e-06,1.0231714228635718e-06,7.555370792088946e-07,5.429753025424397e-06,2.0654925373836747e-05,4.863167524405281e-06,9.421260901929481e-06
82,7.389370577712607e-07,6.896228105428392e-06,5.4357145022332405e-06,3.4811381839703852e-06,6.918194107072369e-06,2.206675665631523e-06,6.266733092344368e-06,2.0247808170352063e-05,9.687034199247377e-06,1.3073365443582557e-06
83,1.3283400369593178e-05,1.807833775648123e-05,2.9226604917926986e-05,1.2869680586997456e-05,2.5685137461052742e-05,7.873279813875913e-06,1.3533442222666217e-05,3.1643771956781784e-05,5.056349161561506e-06,1.3370544311736094e-06
84,8.013597062366628e-06,5.2662972373576045e-06,6.69450626362339e-07,1.85094235477293e-05,1.2565735396060234e-05,1.2513179351303018e-05,4.647617333512121e-06,2.1130111212510605e-06,3.0033910744001366e-06,1.121120528791202e-05
85,1.4454152916790808e-05,1.5965886189993885e-05,1.8884408924352097e-05,1.2778387798660079e-05,2.432097678846983e-05,1.3363794819710527e-05,7.562090262970851e-06,3.627495865674002e-05,3.084188026774641e-06,3.3111535504980884e-06
86,7.352585771721105e-06,1.546074677066519e-07,7.544751895917823e-06,7.524438679845458e-06,6.592464995932069e-06,1.1020051275863351e-06,2.0572327265539354e-05,2.5543994244833052e-06,6.64652495452368e-07,1.4603245250394306e-05
87,8.19074172390746e-06,7.736759859701594e-06,3.261592030877574e-06,4.860475654741744e-06,6.146164429006188e-06,9.181715062300064e-06,2.7724785714537196e-06,2.23201072819275e-05,2.8653726428891807e-07,4.8311977222528245e-06
88,1.3740021048786348e-05,2.1628468865950155e-05,2.2202429091424815e-05,1.2051798996456413e-05,2.7893960930481076e-05,1.6545518408551443e-05,2.026534426129815e-05,3.837558948448321e-05,2.6294028450530834e-06,8.495527768295774e-07
89,4.623357231070592e-06,8.461446735802274e-06,5.755604223153909e-06,1.6534278592020412e-05,3.1355994659894194e-06,3.0826093014238905e-06,6.646816731754456e-06,7.758693795835083e-06,2.2378828962973e-06,1.59175204392884e-05
90,1.61776418166918e-05,2.0605886412795253e-05,2.504379196713028e-05,2.6901144229138468e-05,2.0238142876267236e-05,1.0691924241850557e-05,5.0523492871762e-06,4.025159131595352e-05,1.0413034774182369e-05,3.2397478791787327e-06
91,2.1340140188908255e-06,2.1410320081094337e-06,3.1349784279302906e-06,7.215120433996629e-06,1.8575570379119916e-06,8.386579283181595e-07,3.1986600093276735e-06,3.4885403328833536e-06,6.882085513049e-06,4.6506474489733435e-06
92,1.2199902058619146e-05,2.390734335694575e-06,8.914807978177226e-06,5.315692974223867e-06,6.50582217492581e-06,8.930514247300348e-06,8.4775145942732e-06,1.5452044958036372e-05,4.969534002546708e-06,1.2030790902516786e-06
93,1.5336215300175078e-05,1.3509358366694852e-05,2.048843255693762e-05,1.5675343134366944e-05,1.8065603837953364e-05,1.6925779768400367e-06,1.1089908376823768e-05,3.642178788564145e-05,5.588782369998876e-06,2.2928288017889257e-06
94,5.097846022380184e-06,1.6520872501611115e-06,2.7813361653177125e-06,1.5657423468289107e-05,4.7465417127871984e-06,2.2846226418320536e-06,3.7317787460198707e-06,4.295350847612017e-06,9.263570470231913e-06,9.634110721191099e-06
95,1.564896975766973e-05,2.4701170996771396e-05,2.9995838194297017e-05,2.3404333100943626e-05,2.0159445973897058e-05,8.63878960915386e-06,1.5082776468695387e-06,3.896394105210634e-05,5.385710358185153e-06,1.9399101351541e-06
96,3.0202136322446475e-06,2.3861693009991153e-06,2.1544790960012136e-06,1.1768337987746799e-05,6.22457768755613e-06,3.7615400787516725e-06,2.663389603399101e-06,1.1500803233144963e-05,7.772227645479022e-06,5.8246983895456555e-06
97,1.0924447597550867e-05,1.611082667233507e-05,1.1992161040272619e-05,3.0079000629854534e-07,1.2031531272914828e-05,2.957049122100097e-06,5.503533953031554e-06,2.144606699311556e-05,1.1827232119881632e-05,9.732724303374636e-08
98,1.801121892944131e-05,2.442934287458721e-05,1.4522031136610482e-05,8.502739578159613e-06,1.4330202290294751e-05,9.502188336342671e-06,5.55641780859447e-06,2.640472726177695e-05,6.616607083160473e-06,4.808341578449525e-06
99,1.7652773407304128e-06,6.391450152824481e-07,4.5806097975563495e-06,1.4923044584117911e-05,5.558761985329506e-06,1.6810409631566877e-06,2.9193503350376357e-08,6.392627496214524e-06,6.409931181570314e-06,7.860826929704564e-06
100,1.1246129999999935e-05,1.4602970000000088e-05,2.920590000000001e-05,1.3763699999999992e-05,2.450569999999999e-05,9.73525599999998e-06,9.567023000000001e-06,4.380870000000024e-05,4.364038999999994e-06,1.1581578000000004e-05
101,1.7652773407304128e-06,6.391450152824481e-07,4.5806097975563495e-06,1.4923044584117911e-05,5.558761985329506e-06,1.6810409631566877e-06,2.9193503350376357e-08,6.392627496214524e-06,6.409931181570314e-06,7.860826929704564e-06
102,1.801121892944131e-05,2.442934287458721e-05,1.4522031136610482e-05,8.502739578159613e-06,1.4330202290294751e-05,9.502188336342671e-06,5.55641780859447e-06,2.640472726177695e-05,6.616607083160473e-06,4.808341578449525e-06
103,1.0924447597550867e-05,1.611082667233507e-05,1.1992161040272619e-05,3.0079000629854534e-07,1.2031531272914828e-05,2.957049122100097e-06,5.503533953031554e-06,2.144606699311556e-05,1.1827232119881632e-05,9.732724303374636e-08
104,3.0202136322446475e-06,2.3861693009991153e-06,2.1544790960012136e-06,1.1768337987746799e-05,6.22457768755613e-06,3.7615400787516725e-06,2.663389603399101e-06,1.1500803233144963e-05,7.772227645479022e-06,5.8246983895456555e-06
105,1.564896975766973e-05,2.4701170996771396e-05,2.9995838194297017e-05,2.3404333100943626e-05,2.0159445973897058e-05,8.63878960915386e-06,1.5082776468695387e-06,3.896394105210634e-05,5.385710358185153e-06,1.9399101351541e-06
106,5.097846022380184e-06,1.6520872501611115e-06,2.7813361653177125e-06,1.5657423468289107e-05,4.7465417127871984e-06,2.2846226418320536e-06,3.7317787460198707e-06,4.295350847612017e-06,9.263570470231913e-06,9.634110721191099e-06
107,1.5336215300175078e-05,1.3509358366694852e-05,2.048843255693762e-05,1.5675343134366944e-05,1.8065603837953364e-05,1.6925779768400367e-06,1.1089908376823768e-05,3.642178788564145e-05,5.588782369998876e-06,2.2928288017889257e-06
108,1.2199902058619146e-05,2.390734335694575e-06,8.914807978177226e-06,5.315692974223867e-06,6.50582217492581e-06,8.930514247300348e-06,8.4775145942732e-06,1.5452044958036372e-05,4.969534002546708e-06,1.2030790902516786e-06
109,2.1340140188908255e-06,2.1410320081094337e-06,3.1349784279302906e-06,7.215120433996629e-06,1.8575570379119916e-06,8.386579283181595e-07,3.1986600093276735e-06,3.4885403328833536e-06,6.882085513049e-06,4.6506474489733435e-06
110,1.61776418166918e-05,2.0605886412795253e-05,2.504379196713028e-05,2.6901144229138468e-05,2.0238142876267236e-05,1.0691924241850557e-05,5.0523492871762e-06,4.025159131595352e-05,1.0413034774182369e-05,3.2397478791787327e-06
111,4.623357231070592e-06,8.461446735802274e-06,5.755604223153909e-06,1.6534278592020412e-05,3.1355994659894194e-06,3.0826093014238905e-06,6.646816731754456e-06,7.758693795835083e-06,2.2378828962973e-06,1.59175204392884e-05
112,1.3740021048786348e-05,2.1628468865950155e-05,2.2202429091424815e-05,1.2051798996456413e-05,2.7893960930481076e-05,1.6545518408551443e-05,2.026534426129815e-05,3.837558948448321e-05,2.6294028450530834e-06,8.495527768295774e-07
113,8.19074172390746e-06,7.736759859701594e-06,3.261592030877574e-06,4.860475654741744e-06,6.146164429006188e-06,9.181715062300064e-06,2.7724785714537196e-06,2.23201072819275e-05,2.8653726428891807e-07,4.8311977222528245e-06
114,7.352585771721105e-06,1.546074677066519e-07,7.544751895917823e-06,7.524438679845458e-06,6.592464995932069e-06,1.1020051275863351e-06,2.0572327265539354e-05,2.5543994244833052e-06,6.64652495452368e-07,1.4603245250394306e-05
115,1.4454152916790808e-05,1.5965886189993885e-05,1.8884408924352097e-05,1.2778387798660079e-05,2.432097678846983e-05,1.3363794819710527e-05,7.562090262970851e-06,3.627495865674002e-05,3.084188026774641e-06,3.3111535504980884e-06
116,8.013597062366628e-06,5.2662972373576045e-06,6.69450626362339e-07,1.85094235477293e-05,1.2565735396060234e-05,1.2513179351303018e-05,4.647617333512121e-06,2.1130111212510605e-06,3.0033910744001366e-06,1.121120528791202e-05
117,1.3283400369593178e-05,1.807833775648123e-05,2.9226604917926986e-05,1.2869680586997456e-05,2.5685137461052742e-05,7.873279813875913e-06,1.3533442222666217e-05,3.1643771956781784e-05,5.056349161561506e-06,1.3370544311736094e-06
118,7.389370577712607e-07,6.896228105428392e-06,5.4357145022332405e-06,3.4811381839703852e-06,6.918194107072369e-06,2.206675665631523e-06,6.266733092344368e-06,2.0247808170352063e-05,9.687034199247377e-06,1.3073365443582557e-06
119,4.245920781914021e-06,5.858498469178427e-06,3.2659417025884027e-06,4.35049018771836e-06,1.0231714228635718e-06,7.555370792088946e-07,5.429753025424397e-06,2.0654925373836747e-05,4.863167524405281e-06,9.421260901929481e-06
