,Unnamed: 0,X [s],Avanti sensor 1: EMG 1 [V],Avanti sensor 2: EMG 2 [V],Avanti sensor 3: EMG 3 [V],Avanti sensor 4: EMG 4 [V],Avanti sensor 5: EMG 5 [V],Avanti sensor 6: EMG 6 [V],Avanti sensor 7: EMG 7 [V],Avanti sensor 8: EMG 8 [V],Avanti sensor 9: EMG 9 [V],Avanti sensor 10: EMG 10 [V]
45000,45000,35.7353,-1.05745e-05,-1.09102e-05,-1.76242e-05,-5.53903e-06,-2.63523e-05,-9.9031e-06,9.9031e-06,-6.02579e-05,-6.88182e-06,3.86053e-06
45001,45001,35.7361,-1.09102e-05,-1.05745e-05,-1.96384e-05,-1.2253e-05,-2.06455e-05,-8.22461e-06,8.22461e-06,-7.10002e-05,-3.86053e-06,3.69268e-06
45002,45002,35.7369,-9.56741e-06,-7.72107e-06,-1.86313e-05,-1.76242e-05,-1.19173e-05,-5.20333e-06,9.9031e-06,-8.54353e-05,-1.51064e-06,9.73526e-06
45003,45003,35.7377,-1.4435e-05,-9.06386e-06,-1.96384e-05,-2.70237e-05,-9.9031e-06,-2.18204e-06,7.88891e-06,-9.28206e-05,1.67849e-06,1.49386e-05
45004,45004,35.7385,-1.51064e-05,-1.2253e-05,-1.79599e-05,-2.36667e-05,-9.56741e-06,-4.36408e-06,8.22461e-06,-0.000101549,4.36408e-06,1.7792e-05
45005,45005,35.7393,-9.56741e-06,-1.42672e-05,-1.59457e-05,-1.66171e-05,-1.29244e-05,-6.88182e-06,8.39246e-06,-0.000107759,8.05676e-06,1.94705e-05
45006,45006,35.7401,-8.89601e-06,-1.79599e-05,-2.09812e-05,-1.15816e-05,-1.32601e-05,-4.02838e-06,7.04967e-06,-0.000111955,6.88182e-06,2.03098e-05
45007,45007,35.7409,-1.32601e-05,-2.09812e-05,-2.63523e-05,-1.39315e-05,-1.29244e-05,-3.52483e-06,7.55322e-06,-0.000112963,4.86763e-06,1.99741e-05
45008,45008,35.7416,-1.2253e-05,-1.8967e-05,-2.85344e-05,-2.06455e-05,-1.81277e-05,1.67849e-07,8.39246e-06,-0.000107591,5.53903e-06,2.03098e-05
45009,45009,35.7424,-1.46029e-05,-1.52743e-05,-3.17235e-05,-2.53452e-05,-2.26596e-05,8.39246e-07,7.72107e-06,-0.000102556,-2.85344e-06,2.18204e-05
45010,45010,35.7432,-1.37636e-05,-1.14137e-05,-3.47448e-05,-3.20592e-05,-1.96384e-05,1.67849e-06,9.23171e-06,-9.3492e-05,-4.36408e-06,2.29953e-05
45011,45011,35.744,-9.56741e-06,-7.88891e-06,-2.29953e-05,-3.62554e-05,-2.19883e-05,3.52483e-06,8.56031e-06,-8.37568e-05,-1.51064e-06,2.16526e-05
45012,45012,35.7448,-9.9031e-06,-6.88182e-06,-1.76242e-05,-2.70237e-05,-3.81018e-05,-1.51064e-06,8.39246e-06,-7.10002e-05,-4.86763e-06,2.29953e-05
45013,45013,35.7456,-1.81277e-05,-5.53903e-06,-2.03098e-05,-1.82956e-05,-3.92767e-05,-5.53903e-06,1.12459e-05,-5.18654e-05,-8.05676e-06,2.43381e-05
45014,45014,35.7464,-1.62814e-05,-7.55322e-06,-2.06455e-05,-1.32601e-05,-2.97093e-05,-7.04967e-06,9.73526e-06,-3.23949e-05,-8.89601e-06,2.1149e-05
45015,45015,35.7472,-1.49386e-05,-8.22461e-06,-1.91348e-05,-6.88182e-06,-2.60166e-05,-3.35698e-06,9.56741e-06,-2.1149e-05,-6.21042e-06,1.79599e-05
45016,45016,35.748,-1.79599e-05,-1.10781e-05,-1.71206e-05,5.70687e-06,-2.41703e-05,-5.70687e-06,1.19173e-05,-1.51064e-06,-1.51064e-06,1.76242e-05
45017,45017,35.7488,-1.8967e-05,-1.7792e-05,-1.7792e-05,9.9031e-06,-2.56809e-05,-9.56741e-06,1.15816e-05,1.93027e-05,2.80308e-05,1.74563e-05
45018,45018,35.7496,-1.79599e-05,-2.09812e-05,-1.39315e-05,2.85344e-06,-2.24918e-05,-7.04967e-06,1.17494e-05,2.50095e-05,3.81018e-05,1.42672e-05
45019,45019,35.7504,-1.76242e-05,-1.96384e-05,-1.12459e-05,-6.21042e-06,-1.8967e-05,-7.21752e-06,1.07424e-05,2.90379e-05,1.15816e-05,9.73526e-06
45020,45020,35.7512,-1.96384e-05,-2.09812e-05,-1.02388e-05,-2.50095e-05,-1.69528e-05,-6.37827e-06,8.56031e-06,3.02129e-05,9.9031e-06,8.22461e-06
45021,45021,35.752,-1.71206e-05,-2.16526e-05,-1.09102e-05,-4.24659e-05,-1.96384e-05,-5.53903e-06,7.88891e-06,3.20592e-05,2.31632e-05,9.23171e-06
45022,45022,35.7528,-1.15816e-05,-2.24918e-05,-1.72885e-05,-3.17235e-05,-1.86313e-05,-6.88182e-06,6.04257e-06,3.20592e-05,3.20592e-05,9.06386e-06
45023,45023,35.7536,-9.9031e-06,-2.3331e-05,-2.1149e-05,-2.56809e-05,-1.29244e-05,-3.18914e-06,5.20333e-06,3.54162e-05,3.07164e-05,9.23171e-06
45024,45024,35.7544,-1.15816e-05,-1.66171e-05,-2.70237e-05,-4.73335e-05,-1.29244e-05,-3.02129e-06,8.56031e-06,4.04517e-05,1.72885e-05,7.55322e-06
45025,45025,35.7551,-1.25887e-05,-1.29244e-05,-2.70237e-05,-5.35439e-05,-1.69528e-05,-7.88891e-06,6.21042e-06,4.24659e-05,7.55322e-06,8.39246e-06
45026,45026,35.7559,-1.30922e-05,-1.29244e-05,-2.63523e-05,-3.64233e-05,-1.86313e-05,-6.21042e-06,7.72107e-06,3.08843e-05,1.05745e-05,7.38537e-06
45027,45027,35.7567,-1.39315e-05,-1.47707e-05,-2.53452e-05,-2.83665e-05,-1.49386e-05,-3.86053e-06,1.12459e-05,1.52743e-05,2.97093e-05,5.03548e-06
45028,45028,35.7575,-1.09102e-05,-9.06386e-06,-2.63523e-05,-2.50095e-05,-1.66171e-05,-5.53903e-06,9.06386e-06,2.34989e-06,3.05486e-05,2.51774e-06
45029,45029,35.7583,-1.09102e-05,-9.9031e-06,-2.56809e-05,-2.03098e-05,-2.29953e-05,-4.02838e-06,5.70687e-06,-4.86763e-06,1.25887e-05,-4.19623e-06
45030,45030,35.7591,-1.27565e-05,-1.76242e-05,-2.23239e-05,-1.49386e-05,-1.79599e-05,-4.86763e-06,6.54612e-06,-1.10781e-05,5.53903e-06,-9.56741e-06
45031,45031,35.7599,-1.24208e-05,-1.66171e-05,-2.56809e-05,-7.88891e-06,-1.02388e-05,-5.87472e-06,4.53193e-06,-2.73594e-05,-8.39246e-07,-1.09102e-05
45032,45032,35.7607,-1.19173e-05,-1.69528e-05,-2.50095e-05,-4.19623e-06,-8.22461e-06,-6.21042e-06,5.03548e-07,-5.10262e-05,-4.86763e-06,-1.2253e-05
45033,45033,35.7615,-1.0071e-05,-1.84634e-05,-2.50095e-05,-3.02129e-06,-1.39315e-05,-6.88182e-06,-2.68559e-06,-6.56291e-05,-5.53903e-06,-1.61135e-05
45034,45034,35.7623,-6.21042e-06,-1.62814e-05,-2.50095e-05,-8.72816e-06,-1.76242e-05,-8.22461e-06,-4.86763e-06,-8.50996e-05,-6.88182e-06,-1.52743e-05
45035,45035,35.7631,-8.22461e-06,-6.88182e-06,-2.18204e-05,-1.93027e-05,-1.99741e-05,-6.88182e-06,-5.53903e-06,-0.000106249,-9.9031e-06,-1.62814e-05
45036,45036,35.7639,-8.39246e-06,3.69268e-06,-1.69528e-05,-2.36667e-05,-2.36667e-05,-9.56741e-06,-7.21752e-06,-0.000124376,-1.25887e-05,-1.7792e-05
45037,45037,35.7647,-8.05676e-06,2.85344e-06,-1.69528e-05,-1.82956e-05,-2.83665e-05,-1.02388e-05,-6.88182e-06,-0.000138476,-1.32601e-05,-1.79599e-05
45038,45038,35.7655,-1.02388e-05,-9.56741e-06,-1.46029e-05,-9.56741e-06,-2.36667e-05,-7.04967e-06,-9.39956e-06,-0.000151064,-1.49386e-05,-1.52743e-05
45039,45039,35.7663,-1.12459e-05,-1.76242e-05,-1.09102e-05,-3.52483e-06,-1.8967e-05,-2.68559e-06,-1.49386e-05,-0.000159121,-2.09812e-05,-1.15816e-05
45040,45040,35.7671,-1.37636e-05,-1.82956e-05,-7.88891e-06,-1.17494e-06,-1.2253e-05,-1.17494e-06,-1.561e-05,-0.000164324,-2.40024e-05,-1.12459e-05
45041,45041,35.7679,-1.19173e-05,-1.49386e-05,-1.42672e-05,4.86763e-06,-1.39315e-05,-1.84634e-06,-1.2253e-05,-0.000173724,-1.76242e-05,-6.54612e-06
45042,45042,35.7686,-1.24208e-05,-1.82956e-05,-1.8967e-05,1.24208e-05,-1.51064e-05,-2.34989e-06,-5.70687e-06,-0.00018027,-1.2253e-05,-2.85344e-06
45043,45043,35.7694,-1.24208e-05,-1.66171e-05,-1.8967e-05,7.88891e-06,-8.39246e-06,-4.19623e-06,1.67849e-06,-0.000184131,-1.39315e-05,-1.17494e-06
45044,45044,35.7702,-1.561e-05,-1.4435e-05,-2.29953e-05,-7.04967e-06,-6.21042e-06,-3.69268e-06,1.42672e-05,-0.000185473,-1.29244e-05,1.84634e-06
45045,45045,35.771,-1.35958e-05,-1.24208e-05,-2.50095e-05,-1.04067e-05,-6.88182e-06,-2.18204e-06,2.04776e-05,-0.000188159,-1.51064e-06,6.54612e-06
45046,45046,35.7718,-1.02388e-05,-1.20851e-05,-2.29953e-05,-1.67849e-07,-1.0071e-05,-1.0071e-06,2.3331e-05,-0.000187655,2.18204e-06,1.27565e-05
45047,45047,35.7726,-9.23171e-06,-1.37636e-05,-2.43381e-05,-4.86763e-06,-1.35958e-05,-2.68559e-06,2.50095e-05,-0.000177752,3.52483e-06,2.06455e-05
45048,45048,35.7734,-8.39246e-06,-1.19173e-05,-2.70237e-05,-1.66171e-05,-8.22461e-06,-5.87472e-06,3.50805e-05,-0.000162646,1.32601e-05,2.3331e-05
45049,45049,35.7742,-7.88891e-06,-7.21752e-06,-2.97093e-05,-1.72885e-05,-2.85344e-06,-4.19623e-06,4.73335e-05,-0.000147875,1.93027e-05,2.46738e-05
45050,45050,35.775,-8.56031e-06,-7.88891e-06,-2.93736e-05,-1.96384e-05,-1.17494e-06,-2.51774e-06,5.50546e-05,-0.000122362,3.18914e-06,2.06455e-05
45051,45051,35.7758,-9.73526e-06,-1.32601e-05,-2.98772e-05,-2.50095e-05,-1.09102e-05,-4.53193e-06,5.57259e-05,-0.000104402,-1.15816e-05,1.59457e-05
45052,45052,35.7766,-1.14137e-05,-2.1149e-05,-2.43381e-05,-3.44091e-05,-2.3331e-05,-8.22461e-06,4.98512e-05,-8.69459e-05,-1.51064e-06,1.40993e-05
45053,45053,35.7774,-1.17494e-05,-1.84634e-05,-2.29953e-05,-2.6688e-05,-3.07164e-05,-3.52483e-06,4.36408e-05,-7.21752e-05,1.32601e-05,1.49386e-05
45054,45054,35.7782,-1.37636e-05,-1.09102e-05,-2.36667e-05,-1.69528e-05,-2.88701e-05,-1.67849e-06,3.94446e-05,-5.85794e-05,3.86053e-06,1.02388e-05
45055,45055,35.779,-1.59457e-05,-9.56741e-06,-2.16526e-05,-1.84634e-05,-2.36667e-05,-1.05745e-05,3.54162e-05,-4.36408e-05,-2.81987e-05,3.18914e-06
45056,45056,35.7798,-1.64492e-05,-1.12459e-05,-1.99741e-05,-1.19173e-05,-1.71206e-05,-1.02388e-05,1.8967e-05,-2.80308e-05,-5.55581e-05,-1.0071e-06
45057,45057,35.7806,-1.561e-05,-1.42672e-05,-2.09812e-05,-9.23171e-06,-1.35958e-05,-6.21042e-06,2.34989e-06,-9.23171e-06,-5.80758e-05,-3.02129e-06
45058,45058,35.7814,-1.57778e-05,-1.35958e-05,-1.91348e-05,-1.02388e-05,-1.82956e-05,-8.22461e-06,-1.02388e-05,4.53193e-06,-2.90379e-05,4.19623e-06
45059,45059,35.7821,-9.56741e-06,-6.37827e-06,-1.51064e-05,-1.66171e-05,-2.16526e-05,-7.72107e-06,-1.81277e-05,1.27565e-05,-1.02388e-05,7.55322e-06
45060,45060,35.7829,-9.23171e-06,-8.39246e-07,-1.76242e-05,-8.56031e-06,-1.91348e-05,-4.86763e-06,-2.23239e-05,2.4506e-05,-1.0071e-05,1.02388e-05
45061,45061,35.7837,-1.2253e-05,-9.56741e-06,-1.72885e-05,6.21042e-06,-1.42672e-05,-7.72107e-06,-2.46738e-05,3.64233e-05,2.38346e-05,1.25887e-05
45062,45062,35.7845,-1.2253e-05,-2.38346e-05,-1.66171e-05,-4.53193e-06,-1.64492e-05,-8.22461e-06,-2.63523e-05,4.36408e-05,6.17685e-05,1.46029e-05
45063,45063,35.7853,-1.20851e-05,-2.85344e-05,-1.561e-05,-1.09102e-05,-1.49386e-05,-4.53193e-06,-2.73594e-05,5.58938e-05,6.29435e-05,1.30922e-05
45064,45064,35.7861,-1.2253e-05,-2.3331e-05,-1.12459e-05,-1.12459e-05,-1.49386e-05,-1.84634e-06,-2.51774e-05,6.76432e-05,6.02579e-05,1.561e-05
45065,45065,35.7869,-1.49386e-05,-1.62814e-05,-1.05745e-05,-1.96384e-05,-1.30922e-05,-1.67849e-07,-2.38346e-05,7.40215e-05,4.91798e-05,1.39315e-05
45066,45066,35.7877,-1.52743e-05,-1.19173e-05,-1.32601e-05,-2.6688e-05,-7.72107e-06,2.18204e-06,-2.29953e-05,7.97284e-05,6.09293e-05,9.56741e-06
45067,45067,35.7885,-1.76242e-05,-1.37636e-05,-1.62814e-05,-3.50805e-05,5.03548e-07,2.34989e-06,-2.36667e-05,8.5771e-05,7.43572e-05,9.23171e-06
45068,45068,35.7893,-1.94705e-05,-1.19173e-05,-1.42672e-05,-3.6759e-05,6.88182e-06,1.84634e-06,-2.09812e-05,9.08064e-05,5.42153e-05,1.05745e-05
45069,45069,35.7901,-1.79599e-05,-9.56741e-06,-1.79599e-05,-2.75273e-05,-3.18914e-06,1.0071e-06,-1.72885e-05,9.21492e-05,2.26596e-05,9.73526e-06
45070,45070,35.7909,-1.81277e-05,-1.2253e-05,-2.29953e-05,-2.98772e-05,-2.80308e-05,-4.86763e-06,-1.62814e-05,8.91279e-05,1.62814e-05,7.21752e-06
45071,45071,35.7917,-1.98062e-05,-1.15816e-05,-2.70237e-05,-4.48157e-05,-6.05936e-05,-1.10781e-05,-1.62814e-05,8.37568e-05,1.96384e-05,9.06386e-06
45072,45072,35.7925,-1.76242e-05,-1.19173e-05,-3.23949e-05,-4.91798e-05,-6.8986e-05,-8.39246e-06,-1.46029e-05,8.00641e-05,2.40024e-05,1.09102e-05
45073,45073,35.7933,-1.09102e-05,-1.15816e-05,-2.73594e-05,-4.85084e-05,-5.82437e-05,-1.12459e-05,-1.2253e-05,8.19104e-05,6.09293e-05,8.89601e-06
45074,45074,35.7941,-7.55322e-06,-1.19173e-05,-2.4506e-05,-4.11231e-05,-4.68299e-05,-9.9031e-06,-8.72816e-06,8.5771e-05,7.80499e-05,7.88891e-06
45075,45075,35.7949,-8.22461e-06,-1.40993e-05,-2.56809e-05,-2.83665e-05,-3.37377e-05,-1.09102e-05,-5.20333e-06,8.47639e-05,2.87022e-05,8.05676e-06
45076,45076,35.7956,-6.88182e-06,-1.69528e-05,-2.7863e-05,-1.2253e-05,-2.75273e-05,-9.23171e-06,1.84634e-06,8.2414e-05,-2.40024e-05,5.87472e-06
45077,45077,35.7964,-1.02388e-05,-2.03098e-05,-2.6688e-05,5.53903e-06,-2.85344e-05,-8.22461e-06,1.15816e-05,8.40925e-05,-5.35439e-05,3.86053e-06
45078,45078,35.7972,-9.73526e-06,-2.29953e-05,-2.36667e-05,1.32601e-05,-2.13169e-05,-5.70687e-06,1.72885e-05,8.76173e-05,-5.82437e-05,1.51064e-06
45079,45079,35.798,-9.23171e-06,-2.06455e-05,-2.70237e-05,1.24208e-05,-1.91348e-05,-3.02129e-06,2.46738e-05,8.37568e-05,-7.13359e-05,-3.02129e-06
45080,45080,35.7988,-1.05745e-05,-2.1149e-05,-3.05486e-05,8.39246e-07,-1.81277e-05,-3.35698e-07,2.93736e-05,8.17426e-05,-9.09743e-05,-4.86763e-06
45081,45081,35.7996,-9.73526e-06,-1.94705e-05,-2.70237e-05,2.34989e-06,-9.73526e-06,-1.51064e-06,2.53452e-05,8.34211e-05,-6.66362e-05,-5.20333e-06
45082,45082,35.8004,-1.37636e-05,-1.62814e-05,-2.38346e-05,1.19173e-05,-3.86053e-06,1.67849e-07,1.02388e-05,7.73785e-05,-1.29244e-05,-4.36408e-06
45083,45083,35.8012,-1.84634e-05,-1.25887e-05,-2.46738e-05,2.03098e-05,3.18914e-06,-2.51774e-06,-3.52483e-06,6.36149e-05,4.31373e-05,-2.01419e-06
45084,45084,35.802,-2.19883e-05,-1.2253e-05,-2.60166e-05,4.19623e-06,8.39246e-07,-4.19623e-06,-5.53903e-06,5.38796e-05,7.6875e-05,4.86763e-06
45085,45085,35.8028,-3.17235e-05,-1.09102e-05,-2.83665e-05,-1.35958e-05,-4.19623e-06,-6.71397e-07,-4.69978e-06,4.54871e-05,6.16007e-05,7.88891e-06
45086,45086,35.8036,-3.37377e-05,-4.53193e-06,-2.93736e-05,-1.79599e-05,-2.51774e-06,1.0071e-06,-5.87472e-06,3.77661e-05,4.28016e-05,5.70687e-06
45087,45087,35.8044,-2.83665e-05,8.39246e-07,-2.83665e-05,-2.73594e-05,-1.62814e-05,-8.39246e-07,-5.03548e-06,3.52483e-05,3.87732e-05,5.03548e-06
45088,45088,35.8052,-1.8967e-05,-3.86053e-06,-2.09812e-05,-4.448e-05,-3.37377e-05,-6.21042e-06,-4.19623e-06,2.90379e-05,1.46029e-05,4.69978e-06
45089,45089,35.806,-6.54612e-06,-1.09102e-05,-1.79599e-05,-3.94446e-05,-3.3402e-05,-8.22461e-06,8.39246e-07,2.63523e-05,-3.74304e-05,3.35698e-07
45090,45090,35.8068,-1.67849e-07,-1.76242e-05,-1.72885e-05,-4.7837e-05,-3.45769e-05,-1.10781e-05,6.88182e-06,2.80308e-05,-2.90379e-05,-2.85344e-06
45091,45091,35.8076,2.34989e-06,-1.8967e-05,-1.76242e-05,-5.38796e-05,-3.77661e-05,-9.73526e-06,7.21752e-06,2.58488e-05,-3.0045e-05,-9.23171e-06
45092,45092,35.8084,4.19623e-06,-1.30922e-05,-1.57778e-05,-3.42412e-05,-3.30663e-05,-5.53903e-06,1.76242e-05,2.16526e-05,-0.000108934,-1.66171e-05
45093,45093,35.8091,8.22461e-06,-1.17494e-05,-1.02388e-05,-1.14137e-05,-2.38346e-05,-5.53903e-06,2.38346e-05,1.52743e-05,-0.000173724,-2.98772e-05
45094,45094,35.8099,3.52483e-06,-1.96384e-05,-7.72107e-06,1.10781e-05,-1.12459e-05,-1.67849e-07,2.63523e-05,1.29244e-05,-0.000190173,-3.47448e-05
45095,45095,35.8107,-8.39246e-07,-1.32601e-05,-1.35958e-05,2.26596e-05,-4.02838e-06,4.19623e-06,1.99741e-05,1.0071e-05,-0.000127062,-2.63523e-05
45096,45096,35.8115,-1.84634e-06,-6.88182e-06,-1.52743e-05,1.25887e-05,-6.21042e-06,-5.03548e-07,9.56741e-06,-1.0071e-06,-4.98512e-05,-1.86313e-05
45097,45097,35.8123,-7.72107e-06,-9.56741e-06,-1.76242e-05,-5.20333e-06,-5.03548e-07,-5.53903e-06,0.0,-8.56031e-06,5.03548e-06,-1.49386e-05
45098,45098,35.8131,-1.561e-05,-1.32601e-05,-2.16526e-05,-1.99741e-05,-2.85344e-06,-5.53903e-06,-1.12459e-05,-1.74563e-05,8.14069e-05,-3.18914e-06
45099,45099,35.8139,-2.58488e-05,-1.30922e-05,-2.51774e-05,-3.84375e-05,-6.21042e-06,-6.54612e-06,-1.09102e-05,-2.34989e-05,0.000156771,1.20851e-05
45100,45100,35.8147,-2.83665e-05,-1.76242e-05,-2.63523e-05,-4.83406e-05,-4.19623e-06,-6.04257e-06,-1.67849e-06,-3.25628e-05,0.00018732,3.02129e-05
45101,45101,35.8155,-1.87991e-05,-1.66171e-05,-2.70237e-05,-4.11231e-05,-5.03548e-06,-4.19623e-06,5.20333e-06,-3.47448e-05,0.000135958,4.61585e-05
45102,45102,35.8163,-1.54421e-05,-1.93027e-05,-2.53452e-05,-3.23949e-05,-1.27565e-05,8.39246e-07,6.04257e-06,-4.21302e-05,0.000139483,4.91798e-05
45103,45103,35.8171,-1.49386e-05,-2.43381e-05,-2.50095e-05,-2.87022e-05,-1.81277e-05,-5.03548e-07,1.39315e-05,-4.7837e-05,0.000191012,4.21302e-05
45104,45104,35.8179,-1.66171e-05,-2.29953e-05,-2.19883e-05,-1.7792e-05,-2.93736e-05,-3.18914e-06,2.3331e-05,-5.06905e-05,0.000113634,3.44091e-05
45105,45105,35.8187,-2.16526e-05,-2.23239e-05,-1.52743e-05,-1.561e-05,-3.60876e-05,-7.88891e-06,2.76951e-05,-5.00191e-05,4.26337e-05,2.31632e-05
45106,45106,35.8195,-2.60166e-05,-2.23239e-05,-1.76242e-05,-2.09812e-05,-3.10521e-05,-1.05745e-05,3.44091e-05,-5.25368e-05,6.59647e-05,1.32601e-05
45107,45107,35.8203,-1.42672e-05,-2.09812e-05,-1.8967e-05,-2.80308e-05,-2.01419e-05,-8.56031e-06,5.18654e-05,-5.08583e-05,7.60357e-05,7.04967e-06
45108,45108,35.8211,-1.67849e-06,-8.89601e-06,-1.82956e-05,-2.87022e-05,-9.23171e-06,-8.56031e-06,6.26078e-05,-4.71656e-05,3.17235e-05,-1.51064e-06
45109,45109,35.8219,5.03548e-06,7.72107e-06,-1.62814e-05,-2.98772e-05,-1.09102e-05,-3.52483e-06,5.72366e-05,-5.01869e-05,-2.56809e-05,-8.39246e-06
45110,45110,35.8226,1.8967e-05,6.54612e-06,-1.2253e-05,-2.7863e-05,-1.30922e-05,-3.69268e-06,4.53193e-05,-5.47189e-05,-6.66362e-05,-1.49386e-05
45111,45111,35.8234,2.93736e-05,3.35698e-07,-1.42672e-05,-2.46738e-05,-9.56741e-06,-1.12459e-05,3.3402e-05,-5.7908e-05,-0.00010457,-2.1149e-05
45112,45112,35.8242,2.80308e-05,-5.37118e-06,-1.66171e-05,-2.16526e-05,-5.20333e-06,-9.23171e-06,1.98062e-05,-6.1265e-05,-0.000115648,-2.65202e-05
45113,45113,35.825,2.65202e-05,-7.88891e-06,-1.82956e-05,-3.86053e-06,-1.09102e-05,-6.04257e-06,5.20333e-06,-6.86503e-05,-0.000100206,-2.80308e-05
45114,45114,35.8258,2.63523e-05,-1.19173e-05,-2.26596e-05,1.42672e-05,-1.4435e-05,-3.35698e-06,-4.19623e-06,-7.13359e-05,-7.33501e-05,-2.43381e-05
45115,45115,35.8266,1.32601e-05,-1.37636e-05,-2.36667e-05,2.70237e-05,-1.2253e-05,4.19623e-06,-8.39246e-06,-7.30144e-05,-7.10002e-05,-1.96384e-05
45116,45116,35.8274,-8.22461e-06,-1.64492e-05,-2.36667e-05,3.23949e-05,-1.76242e-05,5.03548e-07,-1.62814e-05,-7.0161e-05,-7.06645e-05,-1.09102e-05
45117,45117,35.8282,-2.87022e-05,-1.32601e-05,-2.87022e-05,2.43381e-05,-3.65911e-05,-1.51064e-06,-1.98062e-05,-7.25109e-05,-4.80049e-05,-8.39246e-07
45118,45118,35.829,-4.83406e-05,-8.22461e-06,-3.37377e-05,1.71206e-05,-3.47448e-05,-2.18204e-06,-2.38346e-05,-7.53643e-05,-1.91348e-05,-1.0071e-06
45119,45119,35.8298,-5.1194e-05,-8.22461e-06,-2.97093e-05,1.09102e-05,-4.53193e-06,-1.51064e-06,-2.51774e-05,-7.9057e-05,3.69268e-06,-1.17494e-06
45120,45120,35.8306,-5.84115e-05,-1.27565e-05,-2.29953e-05,1.02388e-05,9.56741e-06,-2.18204e-06,-1.99741e-05,-7.70428e-05,-1.62814e-05,5.03548e-07
45121,45121,35.8314,-5.85794e-05,-1.82956e-05,-1.96384e-05,-4.86763e-06,9.06386e-06,-1.84634e-06,-9.56741e-06,-7.46929e-05,-1.76242e-05,3.35698e-06
45122,45122,35.8322,-5.69009e-05,-1.76242e-05,-2.3331e-05,-2.87022e-05,1.51064e-06,-8.39246e-07,-1.67849e-07,-7.08324e-05,-1.57778e-05,5.70687e-06
45123,45123,35.833,-5.08583e-05,-1.66171e-05,-2.18204e-05,-5.05226e-05,-1.35958e-05,-1.51064e-06,1.02388e-05,-6.91539e-05,-1.39315e-05,1.57778e-05
45124,45124,35.8338,-4.31373e-05,-1.8967e-05,-1.91348e-05,-6.1265e-05,-5.1194e-05,-7.04967e-06,7.55322e-06,-6.73075e-05,2.60166e-05,2.83665e-05
45125,45125,35.8346,-3.13878e-05,-2.36667e-05,-2.06455e-05,-5.28725e-05,-6.66362e-05,-6.37827e-06,6.21042e-06,-6.05936e-05,9.75204e-05,2.80308e-05
45126,45126,35.8354,-1.93027e-05,-2.29953e-05,-2.29953e-05,-3.81018e-05,-5.27047e-05,-7.21752e-06,9.9031e-06,-5.38796e-05,8.09033e-05,2.53452e-05
45127,45127,35.8361,-5.87472e-06,-2.21561e-05,-1.96384e-05,-1.19173e-05,-2.19883e-05,-3.69268e-06,1.12459e-05,-5.58938e-05,2.23239e-05,1.59457e-05
45128,45128,35.8369,1.29244e-05,-2.58488e-05,-1.8967e-05,-2.34989e-06,-3.02129e-06,1.51064e-06,3.69268e-06,-5.75723e-05,-5.52224e-05,6.88182e-06
45129,45129,35.8377,2.51774e-05,-3.03807e-05,-2.4506e-05,-6.37827e-06,-2.60166e-05,-4.36408e-06,-8.89601e-06,-5.82437e-05,-0.000126726,8.89601e-06
45130,45130,35.8385,3.17235e-05,-2.46738e-05,-2.53452e-05,-1.49386e-05,-3.30663e-05,-9.73526e-06,-1.19173e-05,-5.60616e-05,-0.000115648,9.56741e-06
45131,45131,35.8393,3.03807e-05,-1.8967e-05,-2.76951e-05,-1.86313e-05,-7.55322e-06,-7.88891e-06,-1.14137e-05,-4.63264e-05,-0.000105074,1.19173e-05
45132,45132,35.8401,1.2253e-05,-1.15816e-05,-2.56809e-05,-1.17494e-05,1.86313e-05,-3.52483e-06,-1.2253e-05,-4.38087e-05,-0.000137804,9.23171e-06
45133,45133,35.8409,-2.41703e-05,-2.28275e-05,-2.56809e-05,-1.49386e-05,3.50805e-05,-1.51064e-06,-1.15816e-05,-4.11231e-05,-0.000141329,6.88182e-06
45134,45134,35.8417,-4.11231e-05,-3.40734e-05,-2.18204e-05,-1.49386e-05,1.30922e-05,-2.51774e-06,-9.06386e-06,-4.54871e-05,-3.40734e-05,2.13169e-05
45135,45135,35.8425,-3.03807e-05,-2.23239e-05,-1.76242e-05,-1.15816e-05,-1.99741e-05,-2.85344e-06,-8.89601e-06,-4.58228e-05,0.000143511,5.15297e-05
45136,45136,35.8433,-2.7863e-05,-1.39315e-05,-1.82956e-05,-1.66171e-05,-2.23239e-05,-8.22461e-06,-2.01419e-06,-4.31373e-05,0.000231968,6.69719e-05
45137,45137,35.8441,-4.448e-05,-8.89601e-06,-1.76242e-05,-2.85344e-05,-2.03098e-05,-9.9031e-06,4.69978e-06,-3.59197e-05,0.000242878,7.20073e-05
45138,45138,35.8449,-6.1265e-05,-2.18204e-06,-1.42672e-05,-3.57519e-05,-1.62814e-05,-6.54612e-06,4.19623e-06,-3.10521e-05,0.000213001,7.31823e-05
45139,45139,35.8457,-6.09293e-05,6.54612e-06,-1.29244e-05,-4.36408e-05,-2.16526e-05,-7.04967e-06,-4.86763e-06,-2.85344e-05,0.000133776,5.74044e-05
45140,45140,35.8465,-3.81018e-05,-1.67849e-07,-1.561e-05,-5.2369e-05,-3.18914e-05,-2.18204e-06,-7.21752e-06,-2.6688e-05,1.67849e-05,2.87022e-05
